,Time,Hostname,Source IP,Destination IP,Protocol,Length
170,0.953614,h4,10.0.0.4,10.0.0.1,UDP,1512
171,0.953643,h1,10.0.0.4,10.0.0.1,UDP,1512
172,0.964832,h4,10.0.0.4,10.0.0.1,UDP,1512
173,0.964861,h1,10.0.0.4,10.0.0.1,UDP,1512
174,0.975921,h4,10.0.0.4,10.0.0.1,UDP,1512
175,0.975949,h1,10.0.0.4,10.0.0.1,UDP,1512
176,0.987139,h4,10.0.0.4,10.0.0.1,UDP,1512
177,0.987161,h1,10.0.0.4,10.0.0.1,UDP,1512
178,1.005192,h4,10.0.0.4,10.0.0.1,UDP,1512
179,1.005221,h1,10.0.0.4,10.0.0.1,UDP,1512
180,1.020214,h1,10.0.0.1,10.0.0.4,UDP,1512
181,1.020240,h4,10.0.0.1,10.0.0.4,UDP,1512
182,1.067617,h5,10.0.0.5,10.0.0.4,TCP,74
183,1.067689,h4,10.0.0.5,10.0.0.4,TCP,74
184,1.067733,h4,10.0.0.4,10.0.0.5,TCP,74
185,1.067741,h5,10.0.0.4,10.0.0.5,TCP,74
186,1.067770,h5,10.0.0.5,10.0.0.4,TCP,66
187,1.067775,h4,10.0.0.5,10.0.0.4,TCP,66
188,1.068386,h5,10.0.0.5,10.0.0.4,TCP,201
189,1.068399,h4,10.0.0.5,10.0.0.4,TCP,201
190,1.068422,h4,10.0.0.4,10.0.0.5,TCP,66
191,1.068427,h5,10.0.0.4,10.0.0.5,TCP,66
192,1.085983,h4,10.0.0.4,10.0.0.5,TCP,83
193,1.086003,h5,10.0.0.4,10.0.0.5,TCP,83
194,1.086025,h5,10.0.0.5,10.0.0.4,TCP,66
195,1.086037,h4,10.0.0.5,10.0.0.4,TCP,66
196,1.086090,h4,10.0.0.4,10.0.0.5,TCP,104
197,1.086095,h5,10.0.0.4,10.0.0.5,TCP,104
198,1.086103,h5,10.0.0.5,10.0.0.4,TCP,66
199,1.086108,h4,10.0.0.5,10.0.0.4,TCP,66
200,1.086171,h4,10.0.0.4,10.0.0.5,TCP,103
201,1.086176,h5,10.0.0.4,10.0.0.5,TCP,103
202,1.086239,h5,10.0.0.5,10.0.0.4,TCP,66
203,1.086250,h4,10.0.0.5,10.0.0.4,TCP,66
204,1.086312,h4,10.0.0.4,10.0.0.5,TCP,106
205,1.086317,h5,10.0.0.4,10.0.0.5,TCP,106
206,1.086325,h5,10.0.0.5,10.0.0.4,TCP,66
207,1.086329,h4,10.0.0.5,10.0.0.4,TCP,66
208,1.086365,h4,10.0.0.4,10.0.0.5,TCP,87
209,1.086369,h5,10.0.0.4,10.0.0.5,TCP,87
210,1.086377,h5,10.0.0.5,10.0.0.4,TCP,66
211,1.086381,h4,10.0.0.5,10.0.0.4,TCP,66
212,1.086409,h4,10.0.0.4,10.0.0.5,TCP,68
213,1.086413,h5,10.0.0.4,10.0.0.5,TCP,68
214,1.086420,h5,10.0.0.5,10.0.0.4,TCP,66
215,1.086424,h4,10.0.0.5,10.0.0.4,TCP,66
216,1.086462,h4,10.0.0.4,10.0.0.5,TCP,494
217,1.086467,h5,10.0.0.4,10.0.0.5,TCP,494
218,1.086475,h5,10.0.0.5,10.0.0.4,TCP,66
219,1.086479,h4,10.0.0.5,10.0.0.4,TCP,66
220,1.086571,h4,10.0.0.4,10.0.0.5,TCP,66
221,1.086577,h5,10.0.0.4,10.0.0.5,TCP,66
222,1.089070,h5,10.0.0.5,10.0.0.4,TCP,66
223,1.089086,h4,10.0.0.5,10.0.0.4,TCP,66
224,1.089112,h4,10.0.0.4,10.0.0.5,TCP,66
225,1.089128,h5,10.0.0.4,10.0.0.5,TCP,66
226,1.096049,h1,10.0.0.1,10.0.0.4,TCP,74
227,1.096079,h4,10.0.0.1,10.0.0.4,TCP,74
228,1.096109,h4,10.0.0.4,10.0.0.1,TCP,74
229,1.096124,h1,10.0.0.4,10.0.0.1,TCP,74
230,1.096148,h1,10.0.0.1,10.0.0.4,TCP,66
231,1.096158,h4,10.0.0.1,10.0.0.4,TCP,66
232,1.096610,h1,10.0.0.1,10.0.0.4,TCP,7306
233,1.096629,h4,10.0.0.1,10.0.0.4,TCP,7306
234,1.096649,h4,10.0.0.4,10.0.0.1,TCP,66
235,1.096660,h1,10.0.0.4,10.0.0.1,TCP,66
236,1.096678,h1,10.0.0.1,10.0.0.4,TCP,7306
237,1.096689,h4,10.0.0.1,10.0.0.4,TCP,7306
238,1.096701,h4,10.0.0.4,10.0.0.1,TCP,66
239,1.096711,h1,10.0.0.4,10.0.0.1,TCP,66
240,1.096975,h1,10.0.0.1,10.0.0.4,TCP,14546
241,1.096995,h4,10.0.0.1,10.0.0.4,TCP,14546
242,1.097013,h4,10.0.0.4,10.0.0.1,TCP,66
243,1.097025,h1,10.0.0.4,10.0.0.1,TCP,66
244,1.097038,h1,10.0.0.1,10.0.0.4,TCP,7306
245,1.097049,h4,10.0.0.1,10.0.0.4,TCP,7306
246,1.097058,h4,10.0.0.4,10.0.0.1,TCP,66
247,1.097068,h1,10.0.0.4,10.0.0.1,TCP,66
248,1.097078,h1,10.0.0.1,10.0.0.4,TCP,7306
249,1.097088,h4,10.0.0.1,10.0.0.4,TCP,7306
250,1.097317,h1,10.0.0.1,10.0.0.4,TCP,14546
251,1.097335,h4,10.0.0.1,10.0.0.4,TCP,14546
252,1.097821,h4,10.0.0.4,10.0.0.1,TCP,66
253,1.097839,h1,10.0.0.4,10.0.0.1,TCP,66
254,1.097859,h1,10.0.0.1,10.0.0.4,TCP,21786
255,1.097877,h1,10.0.0.1,10.0.0.4,TCP,20842
256,1.097899,h4,10.0.0.1,10.0.0.4,TCP,21786
257,1.097901,h4,10.0.0.1,10.0.0.4,TCP,20842
258,1.098080,h4,10.0.0.4,10.0.0.1,TCP,66
259,1.098092,h1,10.0.0.4,10.0.0.1,TCP,66
260,1.098106,h1,10.0.0.1,10.0.0.4,TCP,1010
261,1.098117,h1,10.0.0.1,10.0.0.4,TCP,21786
262,1.098127,h1,10.0.0.1,10.0.0.4,TCP,18890
263,1.098155,h4,10.0.0.1,10.0.0.4,TCP,1010
264,1.098157,h4,10.0.0.1,10.0.0.4,TCP,21786
265,1.098159,h4,10.0.0.1,10.0.0.4,TCP,18890
266,1.098425,h4,10.0.0.4,10.0.0.1,TCP,66
267,1.098441,h1,10.0.0.4,10.0.0.1,TCP,66
268,1.098457,h1,10.0.0.1,10.0.0.4,TCP,2962
269,1.098464,h1,10.0.0.1,10.0.0.4,TCP,21786
270,1.098474,h1,10.0.0.1,10.0.0.4,TCP,17946
271,1.098501,h4,10.0.0.1,10.0.0.4,TCP,2962
272,1.098503,h4,10.0.0.1,10.0.0.4,TCP,21786
273,1.098505,h4,10.0.0.1,10.0.0.4,TCP,17946
274,1.098543,h4,10.0.0.4,10.0.0.1,TCP,66
275,1.098553,h1,10.0.0.4,10.0.0.1,TCP,66
276,1.098565,h1,10.0.0.1,10.0.0.4,TCP,3906
277,1.098571,h1,10.0.0.1,10.0.0.4,TCP,21786
278,1.098581,h1,10.0.0.1,10.0.0.4,TCP,15994
279,1.098607,h4,10.0.0.1,10.0.0.4,TCP,3906
280,1.098609,h4,10.0.0.1,10.0.0.4,TCP,21786
281,1.098611,h4,10.0.0.1,10.0.0.4,TCP,15994
282,1.098637,h4,10.0.0.4,10.0.0.1,TCP,66
283,1.098646,h1,10.0.0.4,10.0.0.1,TCP,66
284,1.098657,h1,10.0.0.1,10.0.0.4,TCP,5858
285,1.098664,h1,10.0.0.1,10.0.0.4,TCP,6802
286,1.098682,h4,10.0.0.1,10.0.0.4,TCP,5858
287,1.098684,h4,10.0.0.1,10.0.0.4,TCP,6802
288,1.098749,h4,10.0.0.4,10.0.0.1,TCP,66
289,1.098761,h1,10.0.0.4,10.0.0.1,TCP,66
290,1.098772,h1,10.0.0.1,10.0.0.4,TCP,15050
291,1.098781,h1,10.0.0.1,10.0.0.4,TCP,21786
292,1.098796,h1,10.0.0.1,10.0.0.4,TCP,21786
293,1.098824,h4,10.0.0.1,10.0.0.4,TCP,15050
294,1.098826,h4,10.0.0.1,10.0.0.4,TCP,21786
295,1.098828,h4,10.0.0.1,10.0.0.4,TCP,21786
296,1.105292,h1,10.0.0.1,10.0.0.4,TCP,6882
297,1.105333,h4,10.0.0.1,10.0.0.4,TCP,6882
298,1.106078,h4,10.0.0.4,10.0.0.1,TCP,66
299,1.106098,h1,10.0.0.4,10.0.0.1,TCP,66
300,1.106117,h1,10.0.0.1,10.0.0.4,TCP,14546
301,1.106127,h1,10.0.0.1,10.0.0.4,TCP,490
302,1.106131,h1,10.0.0.1,10.0.0.4,TCP,21786
303,1.106161,h4,10.0.0.1,10.0.0.4,TCP,14546
304,1.106163,h4,10.0.0.1,10.0.0.4,TCP,490
305,1.106165,h4,10.0.0.1,10.0.0.4,TCP,21786
306,1.106191,h4,10.0.0.4,10.0.0.1,TCP,66
307,1.106201,h1,10.0.0.4,10.0.0.1,TCP,66
308,1.106211,h1,10.0.0.1,10.0.0.4,TCP,21786
309,1.106280,h4,10.0.0.1,10.0.0.4,TCP,21786
310,1.106327,h4,10.0.0.4,10.0.0.1,TCP,66
311,1.106338,h1,10.0.0.4,10.0.0.1,TCP,66
312,1.107971,h4,10.0.0.4,10.0.0.1,TCP,66
313,1.107991,h1,10.0.0.4,10.0.0.1,TCP,66
314,1.108009,h1,10.0.0.1,10.0.0.4,TCP,21786
315,1.108030,h4,10.0.0.1,10.0.0.4,TCP,21786
316,1.108045,h4,10.0.0.4,10.0.0.1,TCP,66
317,1.108067,h1,10.0.0.4,10.0.0.1,TCP,66
318,1.108079,h1,10.0.0.1,10.0.0.4,TCP,21786
319,1.108097,h4,10.0.0.1,10.0.0.4,TCP,21786
320,1.108180,h4,10.0.0.4,10.0.0.1,TCP,66
321,1.108195,h1,10.0.0.4,10.0.0.1,TCP,66
322,1.108208,h1,10.0.0.1,10.0.0.4,TCP,21786
323,1.108274,h4,10.0.0.1,10.0.0.4,TCP,21786
324,1.108316,h4,10.0.0.4,10.0.0.1,TCP,66
325,1.108327,h1,10.0.0.4,10.0.0.1,TCP,66
326,1.108342,h1,10.0.0.1,10.0.0.4,TCP,21786
327,1.108356,h1,10.0.0.1,10.0.0.4,TCP,1514
328,1.108373,h4,10.0.0.1,10.0.0.4,TCP,21786
329,1.108375,h4,10.0.0.1,10.0.0.4,TCP,1514
330,1.108394,h4,10.0.0.4,10.0.0.1,TCP,66
331,1.108404,h1,10.0.0.4,10.0.0.1,TCP,66
332,1.108416,h4,10.0.0.4,10.0.0.1,TCP,66
333,1.108425,h1,10.0.0.4,10.0.0.1,TCP,66
334,1.108436,h4,10.0.0.4,10.0.0.1,TCP,66
335,1.108445,h1,10.0.0.4,10.0.0.1,TCP,66
336,1.108453,h1,10.0.0.1,10.0.0.4,TCP,20338
337,1.108470,h4,10.0.0.1,10.0.0.4,TCP,20338
338,1.108483,h4,10.0.0.4,10.0.0.1,TCP,66
339,1.108493,h1,10.0.0.4,10.0.0.1,TCP,66
340,1.108502,h1,10.0.0.1,10.0.0.4,TCP,21786
341,1.108513,h1,10.0.0.1,10.0.0.4,TCP,20338
342,1.108536,h4,10.0.0.1,10.0.0.4,TCP,21786
343,1.108538,h4,10.0.0.1,10.0.0.4,TCP,20338
344,1.108559,h4,10.0.0.4,10.0.0.1,TCP,66
345,1.108568,h1,10.0.0.4,10.0.0.1,TCP,66
346,1.108578,h1,10.0.0.1,10.0.0.4,TCP,1514
347,1.108584,h1,10.0.0.1,10.0.0.4,TCP,21786
348,1.108606,h4,10.0.0.1,10.0.0.4,TCP,1514
349,1.108607,h4,10.0.0.1,10.0.0.4,TCP,21786
350,1.108623,h4,10.0.0.4,10.0.0.1,TCP,66
351,1.108632,h1,10.0.0.4,10.0.0.1,TCP,66
352,1.108641,h1,10.0.0.1,10.0.0.4,TCP,21786
353,1.108659,h4,10.0.0.1,10.0.0.4,TCP,21786
354,1.108673,h4,10.0.0.4,10.0.0.1,TCP,66
355,1.108682,h1,10.0.0.4,10.0.0.1,TCP,66
356,1.108691,h1,10.0.0.1,10.0.0.4,TCP,21786
357,1.108703,h1,10.0.0.1,10.0.0.4,TCP,1514
358,1.108720,h4,10.0.0.1,10.0.0.4,TCP,21786
359,1.108721,h4,10.0.0.1,10.0.0.4,TCP,1514
360,1.108737,h4,10.0.0.4,10.0.0.1,TCP,66
361,1.108747,h1,10.0.0.4,10.0.0.1,TCP,66
362,1.108756,h1,10.0.0.1,10.0.0.4,TCP,20338
363,1.108766,h1,10.0.0.1,10.0.0.4,TCP,2962
364,1.108783,h4,10.0.0.1,10.0.0.4,TCP,20338
365,1.108785,h4,10.0.0.1,10.0.0.4,TCP,2962
366,1.110474,h4,10.0.0.4,10.0.0.1,TCP,66
367,1.110496,h1,10.0.0.4,10.0.0.1,TCP,66
368,1.110524,h1,10.0.0.1,10.0.0.4,TCP,1514
369,1.110540,h4,10.0.0.1,10.0.0.4,TCP,1514
370,1.110567,h4,10.0.0.4,10.0.0.1,TCP,66
371,1.110577,h1,10.0.0.4,10.0.0.1,TCP,66
372,1.110587,h1,10.0.0.1,10.0.0.4,TCP,17442
373,1.110604,h4,10.0.0.1,10.0.0.4,TCP,17442
374,1.110617,h4,10.0.0.4,10.0.0.1,TCP,66
375,1.110626,h1,10.0.0.4,10.0.0.1,TCP,66
376,1.110635,h1,10.0.0.1,10.0.0.4,TCP,21786
377,1.110659,h4,10.0.0.1,10.0.0.4,TCP,21786
378,1.110962,h4,10.0.0.4,10.0.0.1,TCP,66
379,1.110981,h1,10.0.0.4,10.0.0.1,TCP,66
380,1.110996,h1,10.0.0.1,10.0.0.4,TCP,21786
381,1.111016,h4,10.0.0.1,10.0.0.4,TCP,21786
382,1.111031,h4,10.0.0.4,10.0.0.1,TCP,66
383,1.111041,h1,10.0.0.4,10.0.0.1,TCP,66
384,1.111110,h4,10.0.0.4,10.0.0.1,TCP,66
385,1.111125,h1,10.0.0.4,10.0.0.1,TCP,66
386,1.111140,h1,10.0.0.1,10.0.0.4,TCP,21786
387,1.111158,h4,10.0.0.1,10.0.0.4,TCP,21786
388,1.111173,h4,10.0.0.4,10.0.0.1,TCP,66
389,1.111182,h1,10.0.0.4,10.0.0.1,TCP,66
390,1.111191,h1,10.0.0.1,10.0.0.4,TCP,21786
391,1.111209,h4,10.0.0.1,10.0.0.4,TCP,21786
392,1.111295,h4,10.0.0.4,10.0.0.1,TCP,66
393,1.111310,h1,10.0.0.4,10.0.0.1,TCP,66
394,1.111323,h1,10.0.0.1,10.0.0.4,TCP,21786
395,1.111342,h4,10.0.0.1,10.0.0.4,TCP,21786
396,1.111355,h4,10.0.0.4,10.0.0.1,TCP,66
397,1.111365,h1,10.0.0.4,10.0.0.1,TCP,66
398,1.111378,h4,10.0.0.4,10.0.0.1,TCP,66
399,1.111387,h1,10.0.0.4,10.0.0.1,TCP,66
400,1.111395,h1,10.0.0.1,10.0.0.4,TCP,21786
401,1.111414,h4,10.0.0.1,10.0.0.4,TCP,21786
402,1.111428,h4,10.0.0.4,10.0.0.1,TCP,66
403,1.111438,h1,10.0.0.4,10.0.0.1,TCP,66
404,1.111448,h1,10.0.0.1,10.0.0.4,TCP,13098
405,1.111464,h4,10.0.0.1,10.0.0.4,TCP,13098
406,1.111475,h4,10.0.0.4,10.0.0.1,TCP,66
407,1.111484,h1,10.0.0.4,10.0.0.1,TCP,66
408,1.111493,h1,10.0.0.1,10.0.0.4,TCP,1514
409,1.111505,h4,10.0.0.1,10.0.0.4,TCP,1514
410,1.111514,h4,10.0.0.4,10.0.0.1,TCP,66
411,1.111523,h1,10.0.0.4,10.0.0.1,TCP,66
412,1.111532,h1,10.0.0.1,10.0.0.4,TCP,18890
413,1.111548,h4,10.0.0.1,10.0.0.4,TCP,18890
414,1.111562,h4,10.0.0.4,10.0.0.1,TCP,66
415,1.111571,h1,10.0.0.4,10.0.0.1,TCP,66
416,1.111580,h1,10.0.0.1,10.0.0.4,TCP,23234
417,1.111600,h4,10.0.0.1,10.0.0.4,TCP,23234
418,1.111613,h4,10.0.0.4,10.0.0.1,TCP,66
419,1.111622,h1,10.0.0.4,10.0.0.1,TCP,66
420,1.111632,h1,10.0.0.1,10.0.0.4,TCP,8754
421,1.111640,h1,10.0.0.1,10.0.0.4,TCP,13098
422,1.111660,h4,10.0.0.1,10.0.0.4,TCP,8754
423,1.111661,h4,10.0.0.1,10.0.0.4,TCP,13098
424,1.111677,h4,10.0.0.4,10.0.0.1,TCP,66
425,1.111687,h1,10.0.0.4,10.0.0.1,TCP,66
